time,dangjin_floating,dangjin_warehouse,dangjin,ulsan
2021-02-01 01:00:00,24.483832220292985,15.214285456441564,18.10594505901778,1.8731676810954518
2021-02-01 02:00:00,25.97735085576329,18.77304430246456,20.342899281853967,0.17399961336364872
2021-02-01 03:00:00,22.270539682956088,17.017413224843278,20.039962055401187,-0.37537382641299327
2021-02-01 04:00:00,22.867442292368043,15.654681275522401,17.890137413759433,-2.4021640910888764
2021-02-01 05:00:00,22.867442292368043,15.654681275522401,17.890137413759433,-4.250873548145684
2021-02-01 06:00:00,22.867442292368043,15.654681275522401,16.977470231950917,-3.7238846617563888
2021-02-01 07:00:00,21.721363129719574,14.086877798362165,5.895492058452078,-0.20490033129727547
2021-02-01 08:00:00,30.15082677707822,20.15385757807167,9.126345288865513,11.718076975728435
2021-02-01 09:00:00,73.31562420171596,51.213988324553966,64.1256801331275,26.240769541831057
2021-02-01 10:00:00,102.47971686018141,67.39441739638568,87.55981196244205,28.04771591769478
2021-02-01 11:00:00,131.81769208889153,68.68339250471782,149.81204915195124,34.98811025986966
2021-02-01 12:00:00,164.1039868346631,78.15806784241445,178.9415020689728,64.56605954698084
2021-02-01 13:00:00,202.18772680715162,119.2189018154348,219.08160346711435,65.92818758812786
2021-02-01 14:00:00,280.97420385610457,203.25123547726025,336.9045892070789,113.82668623535248
2021-02-01 15:00:00,277.4320474238655,220.59233318142893,365.6977163151514,111.62579383024664
2021-02-01 16:00:00,264.32019411206085,211.4467106161405,339.79979591219956,100.63836658379175
2021-02-01 17:00:00,147.33733383548758,107.05386016473557,174.0614570205672,53.24308403891276
2021-02-01 18:00:00,51.01706897904097,38.430729544922734,48.99362104488777,19.04182310775727
2021-02-01 19:00:00,36.378364529444205,21.29834315622188,21.704085618250417,3.6232924244728055
2021-02-01 20:00:00,29.366435892472538,22.062912121366114,14.373821887846331,0.3283542705690918
2021-02-01 21:00:00,29.46722323212093,22.584666716576557,14.20691045491935,0.3283542705690918
2021-02-01 22:00:00,33.796702704618205,27.80490494101204,32.99015206197629,-0.43335652887566645
2021-02-01 23:00:00,33.6426647051402,28.2265024880686,32.09087408252044,3.495373508166931
2021-02-01 24:00:00,34.0132436600044,28.2265024880686,31.980924568291893,5.221678632579881
2021-02-02 01:00:00,53.00011019948491,35.07292711213862,55.72263365821413,13.999029205238404
2021-02-02 02:00:00,53.00011019948491,35.07292711213862,55.72263365821413,16.527590893500204
2021-02-02 03:00:00,53.00011019948491,35.07292711213862,55.72263365821413,15.870299503760274
2021-02-02 04:00:00,53.00011019948491,35.07292711213862,55.27643697187685,13.185691022551602
2021-02-02 05:00:00,53.00011019948491,35.07292711213862,55.27643697187685,6.193829876454933
2021-02-02 06:00:00,53.5744285386587,35.07292711213862,55.27643697187685,6.001522417071456
2021-02-02 07:00:00,58.03775405353198,46.031167621272225,62.25999275442701,12.894912228510693
2021-02-02 08:00:00,57.901321039828005,45.935530974113355,63.21237126035537,20.043087765727446
2021-02-02 09:00:00,99.6416906510293,61.98642731967479,115.64775389516264,63.71156294998586
2021-02-02 10:00:00,230.27339808274397,144.6008505191808,284.4166737897251,178.30046944711424
2021-02-02 11:00:00,424.7875301582586,262.8757628669512,496.45102542670486,270.3803711653178
2021-02-02 12:00:00,544.2676837131942,329.14613752698176,641.830891805843,328.9064027099533
2021-02-02 13:00:00,552.5936440842701,350.2058494525676,664.3298325003911,334.9810032523937
2021-02-02 14:00:00,466.9507383040122,341.8571205274181,586.0878644013327,331.3361460523036
2021-02-02 15:00:00,400.5192869391253,306.0127618821655,491.05879099632017,288.2690287873211
2021-02-02 16:00:00,270.07773109634576,241.10660648187536,304.6533013243859,213.89735727452685
2021-02-02 17:00:00,133.6223267052956,127.2861210532901,176.46363007505934,101.96452799480619
2021-02-02 18:00:00,57.11000030702332,54.86838264292215,69.15556170802633,34.880258446641086
2021-02-02 19:00:00,35.366857839972496,28.711039903068535,32.84528663659037,19.18168734107583
2021-02-02 20:00:00,26.90569301028523,26.725195538653455,24.40839673400776,12.234094968867172
2021-02-02 21:00:00,28.608753019073937,22.631090700693928,19.96483737384925,11.467712232620444
2021-02-02 22:00:00,29.650909232897977,21.355396462453843,17.419081128272992,11.467712232620444
2021-02-02 23:00:00,28.18772171739019,23.3550858876596,16.910211211595456,8.997709893475058
2021-02-02 24:00:00,28.608753019073937,24.416131034004447,29.2355129066186,4.0026297225963
2021-02-03 01:00:00,48.75367201257769,34.4134807422255,51.11112227472391,1.1138780129011931
2021-02-03 02:00:00,48.61098065482567,33.69580003145921,51.047140785721076,1.0421747219834399
2021-02-03 03:00:00,49.31794873684335,34.74901541917395,52.798904943556344,2.41739956748841
2021-02-03 04:00:00,48.573059774015896,34.77466465594475,55.27697579466068,0.5796813661807713
2021-02-03 05:00:00,50.06144970602926,33.5534772642609,48.66775339546574,2.1103484154614507
2021-02-03 06:00:00,50.06144970602926,33.65277503785022,48.62359522182584,0.9562940751446195
2021-02-03 07:00:00,53.414519344482194,33.952284072910174,50.27024923768866,6.715482637509352
2021-02-03 08:00:00,49.849550760318806,33.55713839069136,53.999001520002025,17.018647239344297
2021-02-03 09:00:00,81.42587294219398,43.275582058447306,88.12419474057482,62.38070695791433
2021-02-03 10:00:00,166.99105923711605,117.51249054149334,197.6664384075678,178.30046944711424
2021-02-03 11:00:00,283.11587072437493,219.35535699021875,356.0378801831125,272.09799765171766
2021-02-03 12:00:00,333.8708752860971,270.9405854455842,409.39852795499746,333.5879167373118
2021-02-03 13:00:00,353.62736968264045,309.16823663201427,478.9204664640149,335.63598551008977
2021-02-03 14:00:00,345.65843115980624,268.5022630945696,432.09713287750634,326.7731989905806
2021-02-03 15:00:00,336.75596739777035,238.5634190794717,362.9166690372785,283.5195484935512
2021-02-03 16:00:00,262.0259939050756,204.38157586913758,298.4432393095838,210.60985944106343
2021-02-03 17:00:00,115.08139023524478,85.57470257920598,131.25372936538227,91.74074623453858
2021-02-03 18:00:00,42.260665166886966,37.0756313211675,44.51799920094071,24.377524034805806
2021-02-03 19:00:00,30.837221332753078,19.425394615934202,20.699204196559325,5.639712800717779
2021-02-03 20:00:00,23.817213485950845,18.319644238960436,19.445463902071097,0.23286308406346581
2021-02-03 21:00:00,23.119095540778694,17.732472624936616,19.66034864591913,2.7145976754059125
2021-02-03 22:00:00,23.914461508630453,18.907119151808526,25.73270591163746,4.411759888893755
2021-02-03 23:00:00,24.29296755284816,22.784817929772228,29.935965382321008,4.999280685686616
2021-02-03 24:00:00,29.334874802930432,21.360802421081896,28.774451937890603,7.073911527714651
2021-02-04 01:00:00,20.491955203881567,13.564904912104083,6.020595511457991,2.027547721449788
2021-02-04 02:00:00,22.030929969439168,14.847413115001444,8.964814236955505,4.574357535055865
